id	name	namespace	parents	level
GO:0035502	metanephric part of ureteric bud development	biological_process	GO:0035295,GO:0044767	4
GO:0035503	ureter part of ureteric bud development	biological_process	GO:0035295,GO:0044767	4
GO:0035504	regulation of myosin light chain kinase activity	biological_process	GO:0071900	8
GO:0035505	positive regulation of myosin light chain kinase activity	biological_process	GO:0035504,GO:0071902	8
GO:0035506	negative regulation of myosin light chain kinase activity	biological_process	GO:0035504,GO:0071901	9
GO:0035507	regulation of myosin-light-chain-phosphatase activity	biological_process	GO:0043666	8
GO:0035508	positive regulation of myosin-light-chain-phosphatase activity	biological_process	GO:0032516,GO:0035507	9
GO:0035509	negative regulation of myosin-light-chain-phosphatase activity	biological_process	GO:0032515,GO:0035507	9
GO:0035510	DNA dealkylation	biological_process	GO:0006304	5
GO:0035511	oxidative DNA demethylation	biological_process	GO:0070989,GO:0080111	5
GO:0035512	hydrolytic DNA demethylation	biological_process	GO:0080111	5
GO:0035513	oxidative RNA demethylation	biological_process	GO:0009451,GO:0044763,GO:0070989	4
GO:0035518	histone H2A monoubiquitination	biological_process	GO:0010390,GO:0033522	7
GO:0035519	protein K29-linked ubiquitination	biological_process	GO:0000209	8
GO:0035520	monoubiquitinated protein deubiquitination	biological_process	GO:0016579	7
GO:0035521	monoubiquitinated histone deubiquitination	biological_process	GO:0016578,GO:0035520	6
GO:0035522	monoubiquitinated histone H2A deubiquitination	biological_process	GO:0035521	7
GO:0035523	protein K29-linked deubiquitination	biological_process	GO:0016579	7
GO:0035524	proline transmembrane transport	biological_process	GO:0003333,GO:0015824,GO:0098655	7
GO:0035526	retrograde transport, plasma membrane to Golgi	biological_process	GO:0016192,GO:1902582	5
GO:0035528	UDP-N-acetylglucosamine biosynthesis involved in chitin biosynthesis	biological_process	GO:0006048	8
GO:0035530	chemokine (C-C motif) ligand 6 production	biological_process	GO:0032602	6
GO:0035531	regulation of chemokine (C-C motif) ligand 6 production	biological_process	GO:0032642	7
GO:0035532	negative regulation of chemokine (C-C motif) ligand 6 production	biological_process	GO:0032682,GO:0035531	8
GO:0035533	positive regulation of chemokine (C-C motif) ligand 6 production	biological_process	GO:0032722,GO:0035531	7
GO:0035534	chemokine (C-C motif) ligand 6 secretion	biological_process	GO:0090195	8
GO:0035535	regulation of chemokine (C-C motif) ligand 6 secretion	biological_process	GO:0035531,GO:0090196	8
GO:0035536	negative regulation of chemokine (C-C motif) ligand 6 secretion	biological_process	GO:0035532,GO:0035535,GO:0090198	9
GO:0035537	positive regulation of chemokine (C-C motif) ligand 6 secretion	biological_process	GO:0035533,GO:0035535,GO:0090197	8
GO:0035540	positive regulation of SNARE complex disassembly	biological_process	GO:0035495,GO:0043243,GO:0051050	6
GO:0035541	negative regulation of SNARE complex disassembly	biological_process	GO:0035495,GO:0043242,GO:0051051	6
GO:0035542	regulation of SNARE complex assembly	biological_process	GO:0031338,GO:0043254	6
GO:0035543	positive regulation of SNARE complex assembly	biological_process	GO:0031334,GO:0031340,GO:0035542	7
GO:0035544	negative regulation of SNARE complex assembly	biological_process	GO:0031333,GO:0031339,GO:0035542	7
GO:0035545	determination of left/right asymmetry in nervous system	biological_process	GO:0007368	8
GO:0035546	interferon-beta secretion	biological_process	GO:0072641	8
GO:0035547	regulation of interferon-beta secretion	biological_process	GO:0032648,GO:0050707	7
GO:0035548	negative regulation of interferon-beta secretion	biological_process	GO:0032688,GO:0035547,GO:0050710	8
GO:0035549	positive regulation of interferon-beta secretion	biological_process	GO:0032728,GO:0035547,GO:0050715	7
GO:0035551	protein initiator methionine removal involved in protein maturation	biological_process	GO:0016485,GO:0070084	6
GO:0035552	oxidative single-stranded DNA demethylation	biological_process	GO:0035511	6
GO:0035553	oxidative single-stranded RNA demethylation	biological_process	GO:0035513	5
GO:0035554	termination of Roundabout signal transduction	biological_process	GO:0023021,GO:0035387	8
GO:0035555	obsolete initiation of Roundabout signal transduction	biological_process		NA
GO:0035556	intracellular signal transduction	biological_process	GO:0007165	5
GO:0035557	obsolete intracellular signal transduction involved in cell surface receptor linked signaling	biological_process		NA
GO:0035558	obsolete phosphatidylinositol 3-kinase cascade involved in insulin receptor signaling	biological_process		NA
GO:0035559	obsolete MAPKKK cascade involved in epidermal growth factor receptor signaling	biological_process		NA
GO:0035561	regulation of chromatin binding	biological_process	GO:0051098	5
GO:0035562	negative regulation of chromatin binding	biological_process	GO:0035561,GO:0051100	6
GO:0035563	positive regulation of chromatin binding	biological_process	GO:0035561,GO:0051099	6
GO:0035564	regulation of kidney size	biological_process	GO:0090066	5
GO:0035565	regulation of pronephros size	biological_process	GO:0035564	6
GO:0035566	regulation of metanephros size	biological_process	GO:0035564	6
GO:0035567	non-canonical Wnt signaling pathway	biological_process	GO:0016055	7
GO:0035568	N-terminal peptidyl-proline methylation	biological_process	GO:0006480,GO:0018208	7
GO:0035569	obsolete N-terminal peptidyl-proline trimethylation	biological_process		NA
GO:0035570	N-terminal peptidyl-serine methylation	biological_process	GO:0006480,GO:0018209	6
GO:0035571	N-terminal peptidyl-serine monomethylation	biological_process	GO:0035570	7
GO:0035572	N-terminal peptidyl-serine dimethylation	biological_process	GO:0035570	7
GO:0035573	N-terminal peptidyl-serine trimethylation	biological_process	GO:0035570	7
GO:0035574	histone H4-K20 demethylation	biological_process	GO:0070076	7
GO:0035576	retinoic acid receptor signaling pathway involved in pronephric field specification	biological_process	GO:0048384	8
GO:0035581	sequestering of extracellular ligand from receptor	biological_process	GO:1900116	7
GO:0035582	sequestering of BMP in extracellular matrix	biological_process	GO:0030514,GO:0035581,GO:0071694	6
GO:0035583	sequestering of TGFbeta in extracellular matrix	biological_process	GO:0030512,GO:0035581,GO:0071694	6
GO:0035584	calcium-mediated signaling using intracellular calcium source	biological_process	GO:0019722	8
GO:0035585	calcium-mediated signaling using extracellular calcium source	biological_process	GO:0019722	8
GO:0035587	purinergic receptor signaling pathway	biological_process	GO:0007166	7
GO:0035588	G-protein coupled purinergic receptor signaling pathway	biological_process	GO:0007186,GO:0035587	6
GO:0035589	G-protein coupled purinergic nucleotide receptor signaling pathway	biological_process	GO:0035588,GO:0035590	7
GO:0035590	purinergic nucleotide receptor signaling pathway	biological_process	GO:0035587	8
GO:0035592	establishment of protein localization to extracellular region	biological_process	GO:0044699,GO:0045184,GO:1902578	3
GO:0035593	positive regulation of Wnt signaling pathway by establishment of Wnt protein localization to extracellular region	biological_process	GO:0030177,GO:0035592	4
GO:0035600	tRNA methylthiolation	biological_process	GO:0006400	6
GO:0035601	protein deacylation	biological_process	GO:0006464,GO:0098732	6
GO:0035602	fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow	biological_process	GO:0008543	8
GO:0035603	fibroblast growth factor receptor signaling pathway involved in hemopoiesis	biological_process	GO:0008543	8
GO:0035604	fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow	biological_process	GO:0008543	8
GO:0035606	peptidyl-cysteine S-trans-nitrosylation	biological_process	GO:0018119	7
GO:0035607	fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development	biological_process	GO:0008543	8
GO:0035608	protein deglutamylation	biological_process	GO:0018200	6
GO:0035609	C-terminal protein deglutamylation	biological_process	GO:0018410,GO:0035608	7
GO:0035610	protein side chain deglutamylation	biological_process	GO:0035608	7
GO:0035611	protein branching point deglutamylation	biological_process	GO:0035608	7
GO:0035616	histone H2B conserved C-terminal lysine deubiquitination	biological_process	GO:0016578	6
GO:0035617	stress granule disassembly	biological_process	GO:0032988,GO:1903008	6
GO:0035621	ER to Golgi ceramide transport	biological_process	GO:0032365,GO:0035627	6
GO:0035622	intrahepatic bile duct development	biological_process	GO:0044767,GO:0048856,GO:0061009	4
GO:0035623	renal glucose absorption	biological_process	GO:0015758,GO:0070293	7
GO:0035624	receptor transactivation	biological_process	GO:2000273	6
GO:0035625	epidermal growth factor-activated receptor transactivation by G-protein coupled receptor signaling pathway	biological_process	GO:0007186,GO:0035624,GO:0045741	6
GO:0035626	juvenile hormone mediated signaling pathway	biological_process	GO:0009755,GO:0030522	7
GO:0035627	ceramide transport	biological_process	GO:0006869,GO:0042886,GO:0071705	5
GO:0035628	cystic duct development	biological_process	GO:0044767,GO:0048856,GO:0061009	4
GO:0035629	N-terminal protein amino acid N-linked glycosylation	biological_process	GO:0006487,GO:0031365	6
GO:0035630	bone mineralization involved in bone maturation	biological_process	GO:0030282	7
GO:0035633	maintenance of blood-brain barrier	biological_process	GO:0044763	4
GO:0035634	response to stilbenoid	biological_process	GO:0080184	7
GO:0035635	entry of bacterium into host cell	biological_process	GO:0030260	7
GO:0035636	multi-organism signaling	biological_process	GO:0023052,GO:0051704	3
GO:0035637	multicellular organismal signaling	biological_process	GO:0044700,GO:0044707	4
GO:0035638	signal maturation	biological_process	GO:0044763	4
GO:0035640	exploration behavior	biological_process	GO:0044708	4
GO:0035641	locomotory exploration behavior	biological_process	GO:0007626,GO:0035640	4
GO:0035644	phosphoanandamide dephosphorylation	biological_process	GO:0016311	7
GO:0035645	enteric smooth muscle cell differentiation	biological_process	GO:0051145	6
GO:0035646	endosome to melanosome transport	biological_process	GO:0043485	7
GO:0035648	circadian mating behavior	biological_process	GO:0007617,GO:0048512	5
GO:0035652	cargo loading into clathrin-coated vesicle	biological_process	GO:0035459	5
GO:0035653	cargo loading into clathrin-coated vesicle, AP-1-mediated	biological_process	GO:0035652	6
GO:0035654	cargo loading into clathrin-coated vesicle, AP-3-mediated	biological_process	GO:0035652	6
GO:0035655	interleukin-18-mediated signaling pathway	biological_process	GO:0019221	8
GO:0035659	Wnt signaling pathway involved in wound healing, spreading of epidermal cells	biological_process	GO:0016055	7
GO:0035660	MyD88-dependent toll-like receptor 4 signaling pathway	biological_process	GO:0002755,GO:0034142	9
GO:0035661	MyD88-dependent toll-like receptor 2 signaling pathway	biological_process	GO:0002755,GO:0034134	9
GO:0035664	TIRAP-dependent toll-like receptor signaling pathway	biological_process	GO:0002224	8
GO:0035665	TIRAP-dependent toll-like receptor 4 signaling pathway	biological_process	GO:0034142,GO:0035664	9
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	biological_process	GO:0002756	9
GO:0035667	TRIF-dependent toll-like receptor 4 signaling pathway	biological_process	GO:0034142,GO:0035666	9
GO:0035668	TRAM-dependent toll-like receptor signaling pathway	biological_process	GO:0002756	9
GO:0035669	TRAM-dependent toll-like receptor 4 signaling pathway	biological_process	GO:0034142,GO:0035668	9
GO:0035670	plant-type ovary development	biological_process	GO:0048608	5
GO:0035672	oligopeptide transmembrane transport	biological_process	GO:0006857,GO:0055085	5
GO:0035674	tricarboxylic acid transmembrane transport	biological_process	GO:0006842,GO:0098656,GO:1903825	6
GO:0035675	neuromast hair cell development	biological_process	GO:0048666,GO:0048935	6
GO:0035676	anterior lateral line neuromast hair cell development	biological_process	GO:0035675	7
GO:0035677	posterior lateral line neuromast hair cell development	biological_process	GO:0035675	7
GO:0035678	neuromast hair cell morphogenesis	biological_process	GO:0048667	7
GO:0035679	anterior lateral line neuromast hair cell morphogenesis	biological_process	GO:0035678	8
GO:0035680	posterior lateral line neuromast hair cell morphogenesis	biological_process	GO:0035678	8
GO:0035681	toll-like receptor 15 signaling pathway	biological_process	GO:0002224	8
GO:0035682	toll-like receptor 21 signaling pathway	biological_process	GO:0002224	8
GO:0035683	memory T cell extravasation	biological_process	GO:0072683	6
GO:0035684	helper T cell extravasation	biological_process	GO:0072683	6
GO:0035685	helper T cell diapedesis	biological_process	GO:0050904,GO:0072678	5
GO:0035687	T-helper 1 cell extravasation	biological_process	GO:0035684,GO:0035697	7
GO:0035688	T-helper 1 cell diapedesis	biological_process	GO:0035685	6
GO:0035689	chemokine (C-C motif) ligand 5 signaling pathway	biological_process	GO:0070098	9
GO:0035690	cellular response to drug	biological_process	GO:0042493,GO:0070887	5
GO:0035691	macrophage migration inhibitory factor signaling pathway	biological_process	GO:0019221	8
GO:0035694	mitochondrial protein catabolic process	biological_process	GO:0044257	7
GO:0035695	mitochondrion degradation by induced vacuole formation	biological_process	GO:0000422	6
GO:0035696	monocyte extravasation	biological_process	GO:0045123,GO:0097529	5
GO:0035697	CD8-positive, alpha-beta T cell extravasation	biological_process	GO:0072683	6
GO:0035698	CD8-positive, alpha-beta cytotoxic T cell extravasation	biological_process	GO:0035697	7
GO:0035699	T-helper 17 cell extravasation	biological_process	GO:0035684,GO:0035697	7
GO:0035700	astrocyte chemotaxis	biological_process	GO:0060326	6
GO:0035701	hematopoietic stem cell migration	biological_process	GO:0016477	5
GO:0035702	monocyte homeostasis	biological_process	GO:0001776,GO:0002262	4
GO:0035703	monocyte migration into blood stream	biological_process	GO:0050900,GO:0097529	4
GO:0035704	helper T cell chemotaxis	biological_process	GO:0010818	7
GO:0035705	T-helper 17 cell chemotaxis	biological_process	GO:0035704	8
GO:0035706	T-helper 1 cell chemotaxis	biological_process	GO:0035704	8
GO:0035707	T-helper 2 cell chemotaxis	biological_process	GO:0035704	8
GO:0035708	interleukin-4-dependent isotype switching to IgE isotypes	biological_process	GO:0048289	6
GO:0035709	memory T cell activation	biological_process	GO:0042110	6
GO:0035710	CD4-positive, alpha-beta T cell activation	biological_process	GO:0046631	7
GO:0035711	T-helper 1 cell activation	biological_process	GO:0035710	8
GO:0035712	T-helper 2 cell activation	biological_process	GO:0035710	8
GO:0035713	response to nitrogen dioxide	biological_process	GO:0010035,GO:1901698,GO:1901700	5
GO:0035714	cellular response to nitrogen dioxide	biological_process	GO:0035713,GO:0071241,GO:1901699,GO:1901701	6
GO:0035719	tRNA import into nucleus	biological_process	GO:0006404,GO:0051031,GO:1902593	5
GO:0035720	intraciliary anterograde transport	biological_process	GO:0042073	8
GO:0035721	intraciliary retrograde transport	biological_process	GO:0042073	8
GO:0035722	interleukin-12-mediated signaling pathway	biological_process	GO:0019221	8
GO:0035723	interleukin-15-mediated signaling pathway	biological_process	GO:0019221	8
GO:0035724	CD24 biosynthetic process	biological_process	GO:0009101	7
GO:0035725	sodium ion transmembrane transport	biological_process	GO:0006814,GO:0034220,GO:0098662	6
GO:0035726	common myeloid progenitor cell proliferation	biological_process	GO:0008283	4
GO:0035728	response to hepatocyte growth factor	biological_process	GO:0070848	6
GO:0035729	cellular response to hepatocyte growth factor stimulus	biological_process	GO:0035728,GO:0071363	7
GO:0035732	nitric oxide storage	biological_process	GO:0051179	3
GO:0035733	hepatic stellate cell activation	biological_process	GO:0072537	6
GO:0035735	intraciliary transport involved in cilium morphogenesis	biological_process	GO:0042073	8
GO:0035736	cell proliferation involved in compound eye morphogenesis	biological_process	GO:0008283	4
GO:0035737	injection of substance in to other organism	biological_process	GO:0051705	4
GO:0035738	envenomation resulting in modification of morphology or physiology of other organism	biological_process	GO:0035737	5
GO:0035739	CD4-positive, alpha-beta T cell proliferation	biological_process	GO:0035710,GO:0046633	8
GO:0035740	CD8-positive, alpha-beta T cell proliferation	biological_process	GO:0036037,GO:0046633	8
GO:0035741	activated CD4-positive, alpha-beta T cell proliferation	biological_process	GO:0035739	9
GO:0035742	activated CD8-positive, alpha-beta T cell proliferation	biological_process	GO:0035740	9
GO:0035743	CD4-positive, alpha-beta T cell cytokine production	biological_process	GO:0002369	6
GO:0035744	T-helper 1 cell cytokine production	biological_process	GO:0035743	7
GO:0035745	T-helper 2 cell cytokine production	biological_process	GO:0035743	7
GO:0035746	granzyme A production	biological_process	GO:0002440	4
GO:0035747	natural killer cell chemotaxis	biological_process	GO:0048247	6
GO:0035750	protein localization to myelin sheath abaxonal region	biological_process	GO:0008105,GO:0034613	6
GO:0035751	regulation of lysosomal lumen pH	biological_process	GO:0051453	9
GO:0035752	lysosomal lumen pH elevation	biological_process	GO:0035751,GO:0051454	10
GO:0035753	maintenance of DNA trinucleotide repeats	biological_process	GO:0043570	5
GO:0035754	B cell chemotaxis	biological_process	GO:0048247	6
GO:0035756	transepithelial migration of symbiont in host	biological_process	GO:0044001	7
GO:0035759	mesangial cell-matrix adhesion	biological_process	GO:0007160	6
GO:0035760	cytoplasmic polyadenylation-dependent rRNA catabolic process	biological_process	GO:0016075,GO:0043634	9
GO:0035761	dorsal motor nucleus of vagus nerve maturation	biological_process	GO:0071695	6
GO:0035762	dorsal motor nucleus of vagus nerve morphogenesis	biological_process	GO:0009653,GO:0044767	4
GO:0035763	dorsal motor nucleus of vagus nerve structural organization	biological_process	GO:0048532	5
GO:0035764	dorsal motor nucleus of vagus nerve formation	biological_process	GO:0044767,GO:0048646	4
GO:0035765	motor neuron precursor migration involved in dorsal motor nucleus of vagus nerve formation	biological_process	GO:0021535	6
GO:0035766	cell chemotaxis to fibroblast growth factor	biological_process	GO:0060326	6
GO:0035767	endothelial cell chemotaxis	biological_process	GO:0043542,GO:0060326	6
GO:0035768	endothelial cell chemotaxis to fibroblast growth factor	biological_process	GO:0035766,GO:0035767	7
GO:0035769	B cell chemotaxis across high endothelial venule	biological_process	GO:0002518,GO:0035754	7
GO:0035771	interleukin-4-mediated signaling pathway	biological_process	GO:0019221	8
GO:0035772	interleukin-13-mediated signaling pathway	biological_process	GO:0019221	8
GO:0035773	insulin secretion involved in cellular response to glucose stimulus	biological_process	GO:0030073	5
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	biological_process	GO:0032024,GO:0032846,GO:0048584,GO:0061178	6
GO:0035775	pronephric glomerulus morphogenesis	biological_process	GO:0072102	5
GO:0035776	pronephric proximal tubule development	biological_process	GO:0039020,GO:0072014	7
GO:0035777	pronephric distal tubule development	biological_process	GO:0039020,GO:0072017	7
GO:0035778	pronephric nephron tubule epithelial cell differentiation	biological_process	GO:0039014,GO:0072160	7
GO:0035779	angioblast cell differentiation	biological_process	GO:0048762	7
GO:0035780	CD80 biosynthetic process	biological_process	GO:0009101	7
GO:0035781	CD86 biosynthetic process	biological_process	GO:0009101	7
GO:0035782	mature natural killer cell chemotaxis	biological_process	GO:0035747	7
GO:0035783	CD4-positive, alpha-beta T cell costimulation	biological_process	GO:0031295,GO:2000516	5
GO:0035784	nickel cation homeostasis	biological_process	GO:0055076,GO:0072507	8
GO:0035785	cellular nickel ion homeostasis	biological_process	GO:0035784,GO:0046916,GO:0072503	8
GO:0035786	protein complex oligomerization	biological_process	GO:0006461	6
GO:0035787	cell migration involved in kidney development	biological_process	GO:0016477	5
GO:0035788	cell migration involved in metanephros development	biological_process	GO:0035787	6
GO:0035789	metanephric mesenchymal cell migration	biological_process	GO:0035788	7
GO:0035790	platelet-derived growth factor receptor-alpha signaling pathway	biological_process	GO:0048008	10
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	biological_process	GO:0048008	8
GO:0035793	positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway	biological_process	GO:1900238,GO:2000591	8
GO:0035794	positive regulation of mitochondrial membrane permeability	biological_process	GO:0046902	6
GO:0035795	negative regulation of mitochondrial membrane permeability	biological_process	GO:0046902	6
GO:0035799	ureter maturation	biological_process	GO:0048799	7
GO:0035801	adrenal cortex development	biological_process	GO:0044767,GO:0048856	4
GO:0035802	adrenal cortex formation	biological_process	GO:0044767,GO:0048646	4
GO:0035803	egg coat formation	biological_process	GO:0022412	5
GO:0035806	modulation of blood coagulation in other organism	biological_process	GO:0030193,GO:0035821	4
GO:0035807	positive regulation of blood coagulation in other organism	biological_process	GO:0030194,GO:0035806	5
GO:0035809	regulation of urine volume	biological_process	GO:0003014,GO:0050878	5
GO:0035810	positive regulation of urine volume	biological_process	GO:0035809	6
GO:0035811	negative regulation of urine volume	biological_process	GO:0035809	6
GO:0035812	renal sodium excretion	biological_process	GO:0003014,GO:0007588	6
GO:0035813	regulation of renal sodium excretion	biological_process	GO:0044062,GO:0098801,GO:2000021	6
GO:0035814	negative regulation of renal sodium excretion	biological_process	GO:0032845,GO:0035813,GO:0051048,GO:0051241	6
GO:0035815	positive regulation of renal sodium excretion	biological_process	GO:0032846,GO:0035813,GO:0051047,GO:0051240	6
GO:0035816	renal water absorption involved in negative regulation of urine volume	biological_process	GO:0070295	8
GO:0035817	renal sodium ion absorption involved in negative regulation of renal sodium excretion	biological_process	GO:0070294	8
GO:0035818	positive regulation of urine volume by pressure natriuresis	biological_process	GO:0003095,GO:0035810	7
GO:0035819	positive regulation of renal sodium excretion by pressure natriuresis	biological_process	GO:0003095,GO:0035815	7
GO:0035820	negative regulation of renal sodium excretion by angiotensin	biological_process	GO:0003083,GO:0035814	7
GO:0035821	modification of morphology or physiology of other organism	biological_process	GO:0051704,GO:0065008	3
GO:0035822	gene conversion	biological_process	GO:0006310	5
GO:0035823	short tract gene conversion	biological_process	GO:0035822	6
GO:0035824	long tract gene conversion	biological_process	GO:0035822	6
GO:0035825	reciprocal DNA recombination	biological_process	GO:0006310	5
GO:0035826	rubidium ion transport	biological_process	GO:0015672,GO:0030001	7
GO:0035828	renal rubidium ion transport	biological_process	GO:0003014,GO:0035826	6
GO:0035829	renal rubidium ion absorption	biological_process	GO:0035828,GO:0070293	7
GO:0035830	palmatine metabolic process	biological_process	GO:0033076	6
GO:0035831	palmatine biosynthetic process	biological_process	GO:0033075,GO:0035830	7
GO:0035832	berbamunine metabolic process	biological_process	GO:0046445,GO:0097164	5
GO:0035833	berbamunine biosynthetic process	biological_process	GO:0009708,GO:0035832	6
GO:0035834	indole alkaloid metabolic process	biological_process	GO:0009820	5
GO:0035835	indole alkaloid biosynthetic process	biological_process	GO:0009821,GO:0035834	5
GO:0035836	ergot alkaloid metabolic process	biological_process	GO:0019748,GO:0046447	5
GO:0035837	ergot alkaloid biosynthetic process	biological_process	GO:0009709,GO:0035836,GO:0044550,GO:0044763	4
GO:0035844	cloaca development	biological_process	GO:0044767,GO:0048856	4
GO:0035845	photoreceptor cell outer segment organization	biological_process	GO:0016043,GO:0044763,GO:0044782	4
GO:0035846	oviduct epithelium development	biological_process	GO:0003006,GO:0048608,GO:0060429	4
GO:0035847	uterine epithelium development	biological_process	GO:0003006,GO:0035846,GO:0060429	4
GO:0035848	oviduct morphogenesis	biological_process	GO:0003006,GO:0009887,GO:0035239,GO:0044702	4
GO:0035849	nephric duct elongation	biological_process	GO:0060560	5
GO:0035850	epithelial cell differentiation involved in kidney development	biological_process	GO:0030855,GO:0061005	6
GO:0035852	horizontal cell localization	biological_process	GO:0051674	4
GO:0035853	chromosome passenger complex localization to spindle midzone	biological_process	GO:0034629,GO:0044380	7
GO:0035854	eosinophil fate commitment	biological_process	GO:0045165	6
GO:0035855	megakaryocyte development	biological_process	GO:0061515,GO:0098751	6
GO:0035857	eosinophil fate specification	biological_process	GO:0001708	6
GO:0035858	eosinophil fate determination	biological_process	GO:0001709	6
GO:0035860	glial cell-derived neurotrophic factor receptor signaling pathway	biological_process	GO:0007169	9
GO:0035862	dITP metabolic process	biological_process	GO:0009151,GO:0009215	8
GO:0035863	dITP catabolic process	biological_process	GO:0009155,GO:0009217,GO:0035862	8
GO:0035864	response to potassium ion	biological_process	GO:0010038	6
GO:0035865	cellular response to potassium ion	biological_process	GO:0035864,GO:0071248	7
GO:0035871	protein K11-linked deubiquitination	biological_process	GO:0016579	7
GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	biological_process	GO:0030522	7
GO:0035873	lactate transmembrane transport	biological_process	GO:0015727,GO:0098656,GO:1903825	6
GO:0035874	cellular response to copper ion starvation	biological_process	GO:0009267	6
GO:0035875	maintenance of meiotic sister chromatid cohesion, centromeric	biological_process	GO:0034090	7
GO:0035876	maintenance of meiotic sister chromatid cohesion, arms	biological_process	GO:0034090	7
GO:0035878	nail development	biological_process	GO:0044767,GO:0048856	4
GO:0035879	plasma membrane lactate transport	biological_process	GO:0035873	7
GO:0035880	embryonic nail plate morphogenesis	biological_process	GO:0048598	5
GO:0035881	amacrine cell differentiation	biological_process	GO:0030182	6
GO:0035882	defecation rhythm	biological_process	GO:0007624	4
GO:0035883	enteroendocrine cell differentiation	biological_process	GO:0002067	7
GO:0035884	arabinan biosynthetic process	biological_process	GO:0000271,GO:0031221	6
GO:0035886	vascular smooth muscle cell differentiation	biological_process	GO:0051145	6
GO:0035887	aortic smooth muscle cell differentiation	biological_process	GO:0035886	7
GO:0035889	otolith tethering	biological_process	GO:0044707,GO:0044767	4
GO:0035890	exit from host	biological_process	GO:0052126	5
GO:0035891	exit from host cell	biological_process	GO:0035890	6
GO:0035892	modulation of platelet aggregation in other organism	biological_process	GO:0035806,GO:0044364,GO:0090330	5
GO:0035893	negative regulation of platelet aggregation in other organism	biological_process	GO:0035892,GO:0035899,GO:0090331	6
GO:0035894	positive regulation of platelet aggregation in other organism	biological_process	GO:0035807,GO:0035892,GO:1901731	6
GO:0035895	modulation of mast cell degranulation in other organism	biological_process	GO:0035821,GO:0043304	4
GO:0035896	positive regulation of mast cell degranulation in other organism	biological_process	GO:0035895,GO:0043306	5
GO:0035897	proteolysis in other organism	biological_process	GO:0006508,GO:0044033	4
GO:0035898	parathyroid hormone secretion	biological_process	GO:0060986	4
GO:0035899	negative regulation of blood coagulation in other organism	biological_process	GO:0030195,GO:0035806	5
GO:0035900	response to isolation stress	biological_process	GO:0006950	4
GO:0035901	cellular response to isolation stress	biological_process	GO:0033554,GO:0035900	5
GO:0035902	response to immobilization stress	biological_process	GO:0006950	4
GO:0035903	cellular response to immobilization stress	biological_process	GO:0033554,GO:0035902	5
GO:0035904	aorta development	biological_process	GO:0060840	6
GO:0035905	ascending aorta development	biological_process	GO:0044767,GO:0048856	4
GO:0035906	descending aorta development	biological_process	GO:0044767,GO:0048856	4
GO:0035907	dorsal aorta development	biological_process	GO:0035904	7
GO:0035908	ventral aorta development	biological_process	GO:0035904	7
GO:0035909	aorta morphogenesis	biological_process	GO:0048844	6
GO:0035910	ascending aorta morphogenesis	biological_process	GO:0009653,GO:0044767	4
GO:0035911	descending aorta morphogenesis	biological_process	GO:0009653,GO:0044767	4
GO:0035912	dorsal aorta morphogenesis	biological_process	GO:0035909	7
GO:0035913	ventral aorta morphogenesis	biological_process	GO:0035909	7
GO:0035914	skeletal muscle cell differentiation	biological_process	GO:0030154	5
GO:0035915	pore formation in membrane of other organism	biological_process	GO:0016043,GO:0044764,GO:0051673	4
GO:0035916	modulation of calcium channel activity in other organism	biological_process	GO:0044561	6
GO:0035917	negative regulation of calcium channel activity in other organism	biological_process	GO:0035916,GO:0052204,GO:2001258	7
GO:0035918	negative regulation of voltage-gated calcium channel activity in other organism	biological_process	GO:0035917	8
GO:0035919	negative regulation of low voltage-gated calcium channel activity in other organism	biological_process	GO:0035918	9
GO:0035920	negative regulation of high voltage-gated calcium channel activity in other organism	biological_process	GO:0035918	9
GO:0035921	desmosome disassembly	biological_process	GO:0002934,GO:0022411	5
GO:0035922	foramen ovale closure	biological_process	GO:0009653,GO:0044767	4
GO:0035924	cellular response to vascular endothelial growth factor stimulus	biological_process	GO:0071363	7
GO:0035926	chemokine (C-C motif) ligand 2 secretion	biological_process	GO:0090195	8
GO:0035927	RNA import into mitochondrion	biological_process	GO:0006839,GO:0016482,GO:0050658	6
GO:0035928	rRNA import into mitochondrion	biological_process	GO:0035927,GO:0051029	5
GO:0035929	steroid hormone secretion	biological_process	GO:0006869,GO:0060986	4
GO:0035930	corticosteroid hormone secretion	biological_process	GO:0035929	5
GO:0035931	mineralocorticoid secretion	biological_process	GO:0035930	6
GO:0035932	aldosterone secretion	biological_process	GO:0015850,GO:0035931	5
GO:0035933	glucocorticoid secretion	biological_process	GO:0035930	6
GO:0035934	corticosterone secretion	biological_process	GO:0015850,GO:0035933	5
GO:0035935	androgen secretion	biological_process	GO:0035929	5
GO:0035936	testosterone secretion	biological_process	GO:0015850,GO:0035935	5
GO:0035937	estrogen secretion	biological_process	GO:0035929	5
GO:0035938	estradiol secretion	biological_process	GO:0015850,GO:0035937	5
