EntrezGene ID	Agilent SurePrint G3 GE 8x60k probe
378949	A_24_P400604
101929241	A_33_P3234555
101929241	
391723	A_33_P3290677
83723	A_23_P163711
83723	
1756	
1756	A_24_P185854
1756	A_33_P3284763
1756	A_33_P3297813
24146	A_23_P500886
100101267	A_24_P349002
100101267	A_33_P3412233
100101267	
81851	A_23_P141624
51213	A_23_P96611
27141	A_23_P37359
27141	A_33_P3300032
27141	
10856	
10418	A_32_P133072
10418	
732275	A_23_P302302
732275	A_33_P3324228
732275	
9775	A_23_P141636
9775	
283335	
5590	A_23_P51187
5590	
5590	A_33_P3287547
83605	A_33_P3209476
83605	
117247	A_33_P3308512
1411	A_23_P4254
116984	A_19_P00319220
116984	A_19_P00319221
116984	A_19_P00319222
116984	A_19_P00317761
116984	
116984	A_32_P83784
129684	
129684	A_23_P373109
129684	A_23_P56787
23029	A_23_P436476
23029	
3326	A_24_P823684
196951	A_33_P3361758
196951	A_33_P3354111
196951	
80011	A_23_P100441
80011	A_24_P373333
80011	
79400	A_23_P140475
79400	
10600	A_23_P257911
10600	A_33_P3325439
2627	A_23_P304450
2627	
8632	A_24_P126406
8632	A_32_P439662
8632	
8632	A_33_P3556532
51146	A_23_P58046
83461	
153684	A_33_P3323760
3489	A_23_P139912
9840	A_33_P3327265
9840	
57710	
57710	A_32_P176594
57710	A_19_P00328785
57710	A_19_P00812846
57710	A_33_P3253239
57795	A_23_P35277
57795	
84296	
84296	A_33_P3340040
6446	A_23_P19673
6446	
400581	A_23_P392962
400581	A_24_P299355
440400	A_33_P3382351
440400	
101929238	
94081	
94081	A_24_P394420
51534	A_24_P294982
51534	
386758	
386758	A_33_P3501900
644019	A_32_P35220
644019	A_24_P573533
644019	A_33_P3306452
644019	A_33_P3217709
644019	
101410542	
8328	
8328	A_23_P216845
84108	A_23_P115703
84108	
80183	A_23_P53763
80183	A_33_P3306964
80183	
10394	
200010	A_24_P242581
200010	
8796	
8796	A_23_P500000
100507524	
102724862	
64963	A_23_P48977
64963	
101927787	A_19_P00323350
101927787	
10402	
10402	A_23_P250800
55238	A_23_P65967
55238	
9770	A_23_P166087
677784	A_33_P3274599
3127	A_23_P45099
51678	
51678	A_23_P71053
54808	A_23_P170518
54808	
10438	A_23_P67992
10438	
84316	A_33_P3239879
84316	A_23_P38206
6574	A_23_P165657
6574	
645142	A_23_P258340
645142	A_24_P203226
645142	A_24_P144499
57626	A_23_P2825
2810	A_33_P3389286
25988	A_24_P121171
25988	
55017	A_24_P73535
55017	
133491	A_24_P410721
347	
400550	
400550	A_19_P00318142
400550	A_32_P101917
400550	A_19_P00322291
400550	A_19_P00812308
400550	A_19_P00322654
400550	A_19_P00322440
400550	A_19_P00322397
400550	A_19_P00322655
113174	A_19_P00325018
113174	A_23_P321349
113174	
57519	A_33_P3329898
57519	A_33_P3244117
57519	A_33_P3281468
57519	A_23_P380010
57519	A_19_P00321991
57519	
6201	A_23_P141549
6201	
255967	
255967	A_33_P3259403
255967	A_23_P385938
138151	A_23_P113825
138151	
10025	A_23_P56170
10025	
5539	A_23_P207336
5539	
4677	A_23_P101185
4677	
83992	A_23_P215744
83992	
100874203	
200844	
200844	A_33_P3249936
10592	
10592	A_33_P3378334
10592	A_33_P3357322
79366	A_23_P136909
79366	
389320	A_33_P3244543
321	A_23_P146849
321	
321	A_33_P3344504
158983	A_33_P3297092
158983	
11046	
11046	A_33_P3278187
101929412	
81553	
1965	A_33_P3402171
1965	
6388	A_23_P107313
6388	
729384	A_33_P3374970
100505624	
140825	A_23_P165989
1164	A_23_P71727
100130964	A_32_P928190
9464	A_23_P373521
11332	A_24_P205589
3512	A_23_P167168
3512	
146167	A_33_P3368506
146167	
7148	A_24_P307135
7148	A_23_P156708
7148	A_33_P3364571
7148	A_33_P3381338
7148	A_33_P3364582
7148	A_24_P911362
7148	A_33_P3305458
400612	
79726	A_23_P206856
79726	
100505839	
317760	
125111	
27010	A_33_P3423530
27010	A_23_P145957
27010	
92659	A_33_P3238543
92659	A_33_P3241325
339298	A_33_P3482446
339298	
131544	A_19_P00321201
131544	A_23_P303810
131544	A_19_P00321202
131544	
9843	A_24_P399980
9843	
10456	A_23_P115223
388007	A_24_P341116
388007	
6950	A_33_P3349947
6950	
6950	A_33_P3651282
25973	A_23_P51291
9929	A_24_P271527
9929	
4544	A_23_P127418
4544	
23761	A_23_P143662
23761	
8748	A_23_P48698
5095	A_23_P48358
5095	
91300	A_23_P315286
91300	
84279	A_23_P131596
84279	
101928887	
8747	A_23_P367420
389289	A_33_P3299279
79838	
79838	A_23_P15101
23145	A_23_P353048
23145	
23145	A_33_P3277173
23145	A_33_P3277183
23145	A_33_P3277178
4360	A_23_P12746
1739	A_33_P3224380
1739	A_23_P416142
1739	
101929295	
101929295	A_33_P3372722
115749	
105755953	
6664	A_24_P302584
1633	
1633	A_24_P89080
115548	A_23_P420610
115548	A_23_P349083
115548	
200162	
90417	
90417	A_33_P3224105
647219	A_32_P122240
202151	A_33_P3360072
202151	
8714	
8714	A_23_P207507
8714	A_33_P3298024
7320	A_23_P167595
7320	
143662	A_23_P24332
63979	A_23_P302681
63979	
4919	A_24_P410605
4919	A_23_P12363
4919	A_32_P4018
4919	
126364	A_23_P165136
54414	A_23_P24616
54414	
149473	
149473	A_24_P379353
9993	A_24_P125881
9993	
9993	A_33_P3411357
161159	
643714	A_33_P3274462
643714	
10838	A_24_P194748
10838	A_23_P217135
10838	
157807	
157807	A_24_P269551
64093	
64093	A_33_P3333603
64093	A_24_P150466
64427	A_23_P39813
64427	
160857	A_32_P213661
160857	
10867	
10867	A_23_P151133
10867	A_33_P3304402
54579	A_33_P3302075
54579	A_24_P222872
3846	A_33_P3271087
6358	A_23_P218369
343990	A_33_P3326578
343990	A_24_P272313
343990	
101928580	
54443	A_23_P356684
54443	
2922	A_23_P101131
6208	A_23_P81492
6208	A_24_P37939
201514	A_23_P414964
201514	A_33_P3228642
201514	
26086	A_33_P3293254
26086	A_33_P3293247
26086	A_32_P215938
26086	A_33_P3331687
5592	
5592	A_33_P3351087
6345	A_33_P3346073
6345	
11254	A_24_P365721
11254	
1047	A_23_P18684
1047	
84303	A_33_P3235975
84303	
3005	A_23_P29257
23288	
23288	A_24_P266285
23288	A_23_P19852
8357	A_33_P3404989
8357	A_33_P3287879
3384	A_23_P152655
3384	
374928	A_33_P3226665
374928	A_23_P153256
10651	A_23_P120335
10651	
168374	A_23_P501080
168374	
9644	A_23_P345220
9644	A_23_P35456
9644	
104	A_33_P3399061
104	A_23_P211207
104	
5098	A_23_P218937
5098	A_23_P354734
5098	
388341	A_33_P3258339
388341	A_23_P368484
84690	A_23_P101084
84690	A_23_P49862
84690	
140290	A_23_P350555
140290	A_24_P202905
93492	A_33_P3247392
93492	
6512	A_23_P325562
6512	
10277	
10277	A_33_P3344599
10277	A_23_P201279
6605	
6605	A_23_P333063
6605	A_23_P164387
104169670	
57480	A_33_P3367471
57480	A_24_P6517
57480	
84850	A_23_P312837
63950	A_33_P3352557
3315	A_33_P3353242
3315	
100506122	
388799	A_33_P3404014
9685	A_23_P133345
9685	
100527943	A_23_P102582
155435	A_23_P417113
155435	A_33_P3217534
155435	A_23_P215534
155435	A_33_P3340294
155435	
100507291	
345275	A_24_P362969
101927034	
80135	A_33_P3354084
80135	A_23_P359616
100652739	
100874374	
728695	A_33_P3233608
728695	A_24_P305784
105369237	A_33_P3233608
105369237	A_24_P305784
338674	A_23_P127684
4340	A_33_P3414242
4340	A_33_P3391791
10207	A_33_P3422429
10207	A_23_P321034
10207	
10595	A_33_P3213645
10595	
5422	A_32_P1701
5422	
7292	A_23_P126836
7292	
1059	A_23_P257905
23367	A_23_P156319
23367	
4656	A_23_P160438
23532	A_24_P216361
23532	A_33_P3249345
23532	A_33_P3249349
284422	A_23_P397120
284422	
126119	A_33_P3220929
126119	
5213	A_24_P98914
5213	
4943	A_23_P159688
4943	
169792	
169792	A_33_P3326568
5744	A_23_P2271
135154	
135154	A_33_P3361417
53917	A_23_P61823
53917	
1785	
1785	A_23_P407074
51163	
91646	
10553	
10553	A_23_P64129
9344	A_33_P3346098
9344	A_23_P308673
115509	A_23_P129659
115509	
100129278	A_33_P3352961
348793	A_23_P110076
348793	
54914	A_23_P21673
54914	
8564	
8564	A_23_P200838
64236	A_33_P3311371
64236	
64236	A_24_P160380
84833	A_23_P127095
51135	A_24_P158903
51135	
83636	A_33_P3300680
83636	A_23_P209195
51375	A_23_P35066
51375	
8784	
6092	A_24_P16326
6092	A_33_P3278877
6092	
9326	A_23_P383435
9326	
10752	A_23_P212241
10752	
5925	
5925	A_23_P204850
2905	A_23_P49546
2905	
23457	A_23_P128094
23457	A_23_P401361
23457	A_33_P3376947
23457	
23457	A_33_P3236686
11117	A_33_P3333455
2069	A_23_P41344
2069	
2033	A_23_P40693
2033	
1583	A_23_P129169
1583	
3899	
3899	A_33_P3373348
54707	A_23_P138025
54707	
100529239	A_23_P93389
9682	A_33_P3420655
9682	
51535	
51535	A_33_P3368610
51535	A_32_P357301
11065	A_24_P297539
64111	A_23_P59654
83449	
83449	A_23_P106874
10120	A_23_P28279
10120	
26084	A_32_P5276
26084	A_23_P69100
10653	
10653	A_23_P27795
8698	A_33_P3281273
100131213	A_33_P3331641
100131213	
148022	A_23_P376096
148022	A_23_P90311
196394	A_24_P100830
196394	
79755	A_33_P3423420
79755	
23210	
28513	A_23_P38735
28513	
143098	A_33_P3229477
143098	
55300	A_23_P18598
123041	A_23_P503010
123041	A_33_P3318148
123041	
2294	A_23_P118254
64579	A_23_P136371
64579	
100874188	
55871	A_33_P3333975
55871	A_32_P35220
55871	A_24_P573533
55871	A_33_P3306452
55871	A_33_P3217709
55871	
4905	
376940	A_24_P826348
376940	
55187	A_23_P364837
55187	
55187	A_33_P3419458
118426	
118426	A_23_P257593
152330	A_23_P144020
152330	
79798	A_33_P3221563
79798	A_33_P3221568
79798	
127281	A_33_P3367332
5947	
5947	A_23_P257649
284632	A_33_P3514669
2916	
2916	A_33_P3421303
245812	A_23_P157038
245812	
387273	A_33_P3229472
387273	A_33_P3363310
23562	A_23_P91512
23562	A_33_P3284036
728239	A_23_P159907
728239	
728239	A_33_P3564409
83939	
83939	A_32_P197524
3298	A_32_P9963
79144	A_23_P120364
79144	A_33_P3218797
106182249	A_33_P3219682
111	A_23_P136623
111	
146691	
146691	A_23_P141180
10947	A_24_P64039
10947	A_33_P3273752
10947	
50852	A_23_P212568
50852	
284467	A_32_P352743
55054	A_32_P113508
55054	A_33_P3352134
55054	
390154	A_33_P3213874
390154	A_33_P3271226
30849	
23077	A_24_P323815
23077	A_23_P151459
23077	
341567	A_32_P202859
390155	A_33_P3271221
1994	A_23_P388681
1994	
29851	A_23_P371215
6830	
6830	A_23_P141479
3600	A_23_P29953
3600	
10736	A_23_P28120
90411	A_24_P103060
90411	A_23_P120270
90411	
2778	A_24_P273666
2778	A_24_P53595
2778	A_24_P168574
2778	
2778	A_24_P168581
105378405	
147949	
147949	A_23_P67432
2978	A_23_P122414
2978	A_33_P3420665
84858	A_33_P3262495
84858	A_33_P3268695
5442	
5442	A_23_P131096
219469	A_23_P75707
138474	A_33_P3257457
79001	A_23_P100486
79001	A_33_P3285992
79001	A_33_P3286002
100131193	A_33_P3318267
245936	A_23_P356694
389941	A_23_P1186
389941	
10894	A_23_P150457
10894	
100505561	
114299	A_23_P216579
114299	
285590	
285590	A_32_P24585
26538	A_23_P50799
342538	A_32_P141923
114792	A_33_P3340655
114792	A_33_P3414982
114792	
1382	A_23_P115064
1382	A_33_P3294826
429	A_23_P25305
2904	A_19_P00809362
2904	A_23_P151264
2904	
338094	A_33_P3341821
338094	A_33_P3238330
389690	
200933	
57409	
552891	A_23_P112251
6181	
221035	A_33_P3262814
221035	
285636	
285636	A_32_P6832
11100	A_24_P376294
11100	
8450	
8450	A_23_P422178
8450	A_23_P148463
141	A_33_P3366053
141	
80174	A_24_P253780
80174	
80174	A_23_P38328
1489	A_33_P3822503
342184	A_33_P3404749
342184	
342184	A_33_P3379881
102724153	
200879	
200879	A_23_P84219
101927553	
57763	
57763	A_24_P337397
3816	A_23_P16252
26532	
56919	A_24_P364970
150384	A_33_P3372682
23341	A_23_P358009
23341	
23341	A_33_P3217427
23341	A_33_P3217432
55300	
57820	
28977	
28977	A_24_P352445
253264	
253264	A_33_P3569555
6829	A_33_P3364776
6829	A_23_P27840
6829	
2790	A_23_P112251
9654	
9654	A_33_P3263387
100128006	A_33_P3355468
54461	A_23_P112397
54461	
84152	A_23_P129835
84152	
100874194	
101927704	
101928778	
646324	A_33_P3323564
646324	A_19_P00801387
646324	A_19_P00315863
646324	A_19_P00318638
646324	A_19_P00316183
646324	A_19_P00322152
646324	A_19_P00810085
646324	A_19_P00316719
341676	A_33_P3250521
341676	
101929769	
54617	A_33_P3291325
54617	A_24_P39454
54617	
146923	
146923	A_24_P395621
55214	
55214	A_23_P69179
728780	A_33_P3311235
728780	A_33_P3371381
728780	
60528	A_23_P38254
60528	A_33_P3373541
60528	
390538	
9317	A_33_P3317253
9317	
79725	A_33_P3271410
79725	
390595	A_24_P481783
26100	A_33_P3356607
26100	
26100	A_24_P149395
84648	A_23_P115519
23136	A_23_P4536
23136	
1466	
1466	A_23_P44724
6793	
6793	A_33_P3389153
1902	A_33_P3383326
1902	
100506098	
10329	A_23_P2446
10329	
6663	
6663	A_23_P143694
51593	A_23_P111487
51593	A_33_P3299590
51593	A_23_P111481
51593	
101928943	
389273	A_33_P3430391
266740	A_33_P3411165
266740	A_23_P148255
9637	A_23_P39718
9637	A_33_P3311956
9637	
9637	A_33_P3401267
9637	A_33_P3370615
4815	A_23_P48109
284427	A_23_P313550
84174	A_23_P143173
84174	A_33_P3368159
7429	
7429	A_23_P16866
100129827	A_23_P396299
117	
8576	A_23_P108514
8576	
79618	
79618	A_19_P00325961
79618	A_19_P00803562
79618	A_19_P00323235
79618	A_19_P00804452
79618	A_33_P3276638
79618	A_33_P3294446
79618	A_23_P134684
79618	A_24_P932736
4629	A_24_P70183
4629	
201163	
201163	A_33_P3254306
201163	A_23_P414308
201163	A_33_P3359763
201163	A_24_P173124
4259	A_33_P3316555
4259	A_23_P51548
4259	
8994	A_33_P3234015
8994	
154386	A_23_P308042
4850	A_24_P187351
4850	A_23_P300781
4850	A_24_P941922
4850	A_33_P3254291
4850	
4763	A_24_P917026
4763	
23513	
253558	
253558	A_33_P3349693
253558	A_32_P92505
253558	A_24_P66337
100996702	A_33_P3383283
7994	A_33_P3287735
7994	
400966	A_23_P357985
400966	A_32_P776626
84899	
84899	A_23_P65230
115196	A_33_P3322085
115196	
535	
535	A_24_P333733
101928673	A_19_P00316156
101928673	A_19_P00805950
101928673	A_32_P52119
101928673	A_19_P00317897
147011	A_23_P427148
147011	
5702	A_23_P104607
5702	
400	
400	A_24_P338648
2636	A_24_P309069
3705	
3705	A_24_P109633
2956	A_23_P102202
2956	
768206	
402117	A_24_P75460
3786	A_23_P123393
8537	A_33_P3330911
8537	A_23_P17420
100529251	A_23_P106661
100529251	A_23_P206396
100529251	A_23_P118061
81550	A_32_P187617
81550	
81550	A_33_P3359791
23305	A_23_P7562
23305	A_33_P3390656
23305	
10773	A_23_P83234
8290	A_23_P137909
5073	
401994	A_33_P3228622
100126793	A_24_P208737
91978	
91978	A_23_P366682
8643	A_33_P3348156
8643	A_23_P355311
9538	A_24_P4661
9538	
57684	A_23_P71830
268	A_23_P78944
268	
23217	
23217	A_23_P332713
100885779	A_19_P00325604
51608	A_24_P400355
51608	
8764	A_33_P3286302
8764	
8764	A_33_P3248962
8764	A_23_P126908
100506810	A_19_P00331765
100506810	A_19_P00316324
5915	A_24_P3249
5915	A_33_P3305749
5915	A_33_P3655646
5915	
25792	A_33_P3247237
25792	
4704	A_19_P00322045
4704	A_19_P00810426
4704	
728489	A_33_P3358403
728489	A_33_P3243264
81488	
81488	A_24_P116378
81488	A_33_P3358712
81488	A_19_P00810933
157693	
157693	A_33_P3330906
157693	A_33_P3239087
157693	A_33_P3417404
286436	
286436	A_33_P3222689
55908	A_23_P130677
100505881	A_19_P00316625
100505881	A_19_P00317507
100505881	A_19_P00316709
100505881	A_19_P00322354
9749	A_33_P3321050
9749	A_24_P726336
9749	A_23_P111240
9749	
283587	
283587	A_19_P00813544
283587	A_33_P3560878
146822	
26034	A_24_P940059
26034	A_33_P3397995
26034	
5934	A_24_P416159
5934	
25832	A_23_P359430
25832	A_33_P3215906
25832	A_32_P171181
25832	A_33_P3372788
25832	A_33_P3258824
25832	A_33_P3212645
100996763	A_23_P359430
100996763	A_33_P3215906
100996763	A_32_P171181
100996763	A_33_P3372788
100996763	A_33_P3258824
100996763	A_33_P3212645
57403	A_33_P3221788
57403	
678	
678	A_23_P101960
728621	A_24_P349196
728621	
29785	A_33_P3348782
29785	
29785	A_23_P101374
54989	
54989	A_33_P3423425
54989	A_23_P65733
51313	A_33_P3321432
51313	
6519	A_33_P3418426
6519	A_24_P217234
6519	A_33_P3418417
6519	A_33_P3418421
55766	A_23_P204277
55766	A_33_P3379391
101927476	
23659	A_33_P3224745
23659	
55249	A_23_P103661
55249	A_33_P3266350
55249	
284998	A_24_P498854
284998	
284085	A_23_P373708
55246	A_23_P71300
55246	
54600	A_33_P3302075
54600	A_24_P222872
57691	A_24_P101047
57691	
6926	A_23_P383819
6926	A_23_P13772
6926	
8269	A_23_P85180
64170	A_33_P3389573
64170	A_23_P500433
64170	A_33_P3358403
64170	A_33_P3243264
2065	A_33_P3211569
2065	
2065	A_23_P349416
2065	A_33_P3280471
255783	A_23_P386168
10235	A_33_P3209960
10235	A_23_P64058
10235	A_33_P3209962
10235	A_33_P3209950
10235	
389158	A_33_P3321317
653808	A_23_P49145
54544	A_33_P3401295
2155	A_23_P117298
2155	
80725	A_32_P201530
80725	A_33_P3404844
27300	
134	A_23_P74299
134	
338567	A_23_P115932
130074	A_24_P636318
130074	A_33_P3397147
79465	A_23_P134100
10117	A_23_P393172
10117	
10640	A_23_P14464
10640	
63895	
63895	A_33_P3351150
63895	A_23_P130376
100529261	A_23_P25835
100529261	
338862	
284904	A_23_P421032
284904	A_33_P3372699
139322	A_23_P136986
25945	
25945	A_23_P401547
196441	A_23_P150950
196441	A_23_P332908
196441	
254910	A_33_P3403018
65983	A_23_P22350
65983	
8074	A_23_P117095
100128420	A_32_P77102
101930370	
4338	
4338	A_23_P92967
353145	A_33_P3264179
84466	A_23_P213893
84466	
5743	A_24_P250922
5743	
85013	A_23_P29924
6101	A_23_P71368
121601	A_23_P409093
401089	
401089	A_33_P3394833
23208	A_24_P248240
403150	A_33_P3364062
64802	A_33_P3215193
64802	
55132	A_23_P7253
55132	A_33_P3238007
55132	A_23_P353744
55132	A_19_P00806378
7690	
7690	A_19_P00317159
7690	A_33_P3296074
128553	A_23_P143247
128553	
55588	A_23_P336929
55588	
790	A_23_P40049
790	
283471	A_32_P44534
5713	A_23_P106741
5713	
23172	A_23_P364478
627	A_23_P127891
627	A_32_P7316
105378668	
3266	A_24_P314585
100128890	
388882	
65997	
10254	A_24_P62860
10254	
285627	A_33_P3525067
55763	A_23_P113972
55763	
83852	A_23_P341532
83852	A_33_P3327245
83852	
100861554	
80862	A_33_P3219840
80862	A_33_P3263503
80862	A_19_P00322248
80862	
28983	A_23_P18751
153	A_33_P3310189
3043	A_23_P203558
3043	A_33_P3289150
51386	
8690	
8690	A_23_P202737
8690	A_33_P3382538
4794	A_23_P30655
4794	
55636	A_24_P289383
55636	
7364	A_33_P3385148
7364	A_23_P136671
100505609	
101929694	
9546	A_33_P3295640
9546	
9477	A_24_P273865
9477	A_33_P3253528
9477	
92249	A_19_P00322676
92249	A_19_P00321687
92249	A_19_P00316325
92249	A_19_P00317647
92249	A_19_P00322792
92249	A_19_P00322966
92249	A_33_P3407414
56252	A_33_P3676746
56252	A_33_P3402354
56252	
134957	A_23_P82047
134957	
2307	A_33_P3283833
151658	A_24_P759822
151658	
6423	A_23_P81103
4741	A_33_P3249534
4741	
23030	
23030	A_33_P3319920
23030	A_33_P3396600
23030	A_33_P3254101
100506713	
100506713	A_33_P3309110
100506713	A_33_P3328445
5612	A_24_P321411
5612	
11224	
83706	
64714	A_23_P325642
64714	
27076	A_33_P3306264
27076	
387521	A_33_P3284939
387521	A_33_P3259801
387521	
222658	A_23_P374351
222658	
27344	A_24_P14731
147323	
55833	A_23_P60472
55833	A_33_P3346302
55833	
55833	A_33_P3346292
26520	A_23_P76918
26520	
10005	A_33_P3352544
10005	
10005	A_33_P3231833
23204	A_23_P118150
23204	
390664	
5451	
101928795	
10594	A_23_P38219
80224	
80224	A_33_P3344733
842	A_23_P97309
842	
349565	A_24_P260134
349565	
9935	A_33_P3220837
9935	A_23_P17345
137075	A_23_P134854
9989	A_24_P271014
9989	
387680	A_33_P3279124
387680	A_33_P3256894
387680	A_33_P3262217
387680	
387680	A_33_P3423240
10040	
10040	A_23_P118493
10381	A_23_P77493
10381	
353144	A_23_P405295
51523	
51523	A_23_P399001
55174	A_23_P157607
55174	
286319	A_32_P133884
286319	A_33_P3278033
3182	A_23_P19084
4610	A_33_P3306068
4610	
4610	A_23_P160668
100316904	
8721	A_23_P60376
646960	A_33_P3345309
646960	
129804	A_23_P102462
129804	
84321	
84321	A_33_P3336642
84321	A_32_P41405
93463	A_33_P3335266
54959	
48	A_23_P9415
284613	
284613	A_33_P3377110
55229	A_23_P149690
55135	
55135	A_33_P3274034
162681	
162681	A_32_P162374
84920	A_33_P3230881
84920	
51351	A_33_P3222744
51351	A_33_P3228355
51351	
283092	A_33_P3331761
6511	A_24_P179467
6511	
90594	
90594	A_23_P434430
115416	
115416	A_23_P145817
4856	A_23_P82929
4856	
78990	
9588	A_23_P983
9588	
29099	A_33_P3483909
29099	A_23_P87323
29099	
4345	
4345	A_33_P3370575
4345	A_23_P121480
5670	A_33_P3401658
5670	
5709	
54112	A_33_P3380462
54112	A_33_P3380457
3190	A_24_P380919
3190	A_33_P3362727
3190	
623	A_23_P128744
623	
101928791	
79876	A_33_P3235390
79876	A_33_P3365652
79876	
730291	A_33_P3388067
103021294	
7528	A_19_P00330031
7528	A_33_P3315600
7528	
5806	A_23_P121064
58512	A_33_P3232557
58512	
8510	
23424	A_23_P123672
23424	
3572	A_23_P502470
3572	A_33_P3233841
3572	A_33_P3233843
3572	A_32_P223777
3572	A_33_P3233834
3572	A_33_P3287338
3572	
9994	
9994	A_33_P3382959
101927630	
80704	A_24_P182892
80704	A_33_P3274562
80704	
80704	A_33_P3274560
28987	A_23_P106822
28987	
53407	
53407	A_23_P135616
401442	
1548	
10049	
10049	A_23_P215227
10049	A_32_P229746
10049	A_23_P385063
8836	A_33_P3308105
8836	
100132891	A_33_P3286151
100132891	A_33_P3286146
100132891	
55225	A_23_P328323
55225	
1786	A_33_P3329187
1786	
54921	A_32_P112279
54921	
64769	A_23_P103442
64769	A_24_P268015
1000	A_23_P38732
1000	A_33_P3214159
1000	
133015	A_24_P311604
133015	A_23_P390621
133015	
80070	
80070	A_33_P3219514
1617	A_23_P392738
1617	A_33_P3282325
57135	A_23_P392738
57135	A_33_P3282325
7124	A_23_P376488
57045	A_24_P202497
57045	
221806	A_32_P148745
221806	A_23_P381505
55786	A_33_P3420053
55786	
51222	A_24_P35891
51222	
83893	A_33_P3223701
4205	
4205	A_33_P3341676
54555	A_23_P16573
54555	
4520	A_33_P3294237
4520	
381	A_33_P3260777
381	
79667	A_23_P30163
79667	
80724	
80724	A_24_P227450
8704	
8704	A_23_P149206
7737	A_23_P258071
91607	A_33_P3315375
91607	
8302	A_23_P218058
136242	A_23_P93960
655	A_23_P154643
655	A_24_P91566
655	A_23_P68487
655	
6813	
6813	A_33_P3388835
22873	A_23_P14157
22873	
10226	A_23_P101707
10226	
6525	
6525	A_23_P211428
113130	
113130	A_23_P104651
113130	A_33_P3277575
81341	A_33_P3390264
81341	A_33_P3381092
1106	A_24_P184844
1106	A_24_P264664
1106	
1266	A_23_P138168
1266	
401551	A_32_P449380
22872	A_24_P277349
22872	
22844	A_23_P169460
22844	
22930	A_23_P50942
22930	A_33_P3280739
22930	
340277	A_33_P3308137
340277	A_33_P3287939
340277	
7136	A_23_P24784
22914	A_24_P193093
100528032	A_24_P193093
146956	A_23_P368225
146956	
26156	A_24_P778836
26156	A_23_P54605
26156	
154007	A_24_P46725
154007	A_33_P3404448
154007	
6093	A_23_P130429
6093	A_24_P538403
6093	
22827	
57571	
57571	A_23_P344884
9343	A_23_P55190
9343	
119016	A_24_P729905
119016	A_32_P41526
414189	A_24_P729905
414189	A_32_P41526
90441	
23678	A_33_P3375613
23678	A_24_P46953
23678	
23373	A_33_P3331882
23373	A_33_P3420204
54848	A_23_P252276
54848	A_33_P3610771
54848	
55809	A_24_P217904
55809	A_23_P59022
80328	A_23_P145485
57563	A_24_P54808
57563	
105372352	
2961	
339978	
133874	A_24_P922631
133874	
112752	
64064	A_23_P137896
83700	A_24_P86993
83700	
126755	A_23_P103877
220359	A_33_P3336113
101929145	
728378	A_24_P410017
728378	A_24_P59220
728378	A_24_P825874
7386	A_23_P153586
54363	A_23_P154708
10873	A_23_P116614
10873	
5976	A_24_P194154
5976	
92815	A_33_P3404032
360155	A_33_P3261132
642938	A_32_P202013
57228	A_23_P64837
57228	
100506100	
9875	A_23_P57293
9875	A_24_P940310
9875	
1485	A_33_P3318343
1485	A_23_P148541
83741	A_23_P386973
83741	
3354	A_24_P380349
2117	A_33_P3321303
2117	A_33_P3324860
2117	A_23_P400945
2117	
8175	A_33_P3210079
8175	
10476	A_23_P77818
10476	
101928033	
10444	A_33_P3256560
10444	
440567	A_32_P54137
598	A_23_P210886
598	
128312	A_33_P3229335
84937	A_24_P16610
84937	
105379143	
3779	
51111	A_33_P3424067
51111	
51111	A_23_P217968
2841	A_23_P14165
60370	A_33_P3396891
60370	A_23_P1492
5349	A_33_P3228460
5349	A_33_P3228450
5349	
5349	A_33_P3228455
5349	A_33_P3228466
224	
224	A_33_P3336617
224	A_33_P3336622
56957	A_33_P3358307
56957	
6285	A_23_P143526
6285	A_33_P3264514
79183	A_33_P3219750
79183	A_23_P253561
6555	A_23_P140009
58155	A_23_P46396
58155	
256236	
256236	A_32_P107029
8416	A_23_P103617
8416	
100874330	
140707	A_32_P831181
51258	A_23_P99138
4601	A_33_P3383029
4601	
4601	A_33_P3263902
100289373	
285671	A_33_P3321678
285671	A_23_P377996
285671	A_19_P00807411
2201	A_23_P214026
2201	
10217	A_24_P251534
10217	
2487	A_23_P363778
162998	A_23_P410408
92086	A_23_P57199
51592	A_33_P3257367
51592	
79783	
101927539	
4694	
5230	
5230	A_23_P125829
101927557	
106614088	A_19_P00811688
106614088	A_19_P00804827
106614088	A_19_P00808783
106614088	A_19_P00322569
106614088	A_19_P00811589
106614088	A_33_P3394405
283093	A_33_P3272070
6290	A_24_P556318
57591	A_23_P348138
57591	
57591	A_33_P3415678
83639	A_23_P130906
100506585	
55812	A_32_P34387
55812	A_33_P3374563
55812	
10879	
10879	A_33_P3311503
10879	A_23_P29965
27297	A_24_P916656
27297	
22936	A_23_P58506
22936	
5694	
285782	A_33_P3326777
285782	A_33_P3396686
285782	
441072	A_33_P3695899
3187	A_24_P320254
3187	
94233	A_23_P24234
94233	
389840	A_23_P308483
221883	A_24_P280983
221883	
2048	A_33_P3331376
2048	A_33_P3370787
2048	A_33_P3880302
2048	
3294	
3294	A_23_P118065
26133	A_23_P154801
51645	A_23_P133995
100874056	
255374	A_24_P221198
126308	A_23_P130919
126308	
7324	A_23_P6963
7324	
181	A_33_P3279470
22861	A_24_P83615
22861	A_33_P3331491
22861	
22861	A_23_P89550
102724571	
400954	
400954	A_33_P3327608
400954	A_33_P3372318
283601	A_33_P3275422
283601	
94115	A_24_P395814
65980	
