EntrezGene ID	Affy HG U133-PLUS-2 probeset
64949	225196_s_at
6155	200025_s_at
6155	
254187	1553483_at
254187	
84417	
84417	223623_at
101928992	
84439	1556564_at
84439	
84135	
84135	228043_at
84135	228050_at
25897	223085_at
25897	220483_s_at
25897	
25972	203583_at
25972	
89866	239618_at
89866	1552880_at
89866	228150_at
89866	1564423_a_at
89866	
89866	1555289_at
166379	229603_at
166379	
51596	221488_s_at
1964	201016_at
1964	201017_at
1964	201019_s_at
1964	201018_at
4076	225340_s_at
4076	200722_s_at
4076	200723_s_at
4076	226990_at
4076	243370_at
4076	
4076	226285_at
4076	226289_at
114780	244444_at
114780	1559261_a_at
114780	1561849_at
114780	
114780	1554371_at
824	
824	208683_at
824	214888_at
4522	202309_at
4522	
100506680	1560940_at
100506680	1560941_a_at
283089	1563916_at
283089	1562831_a_at
283089	
80705	220623_s_at
80705	223838_at
80705	
80705	237057_at
80705	1555932_at
80705	1555931_at
54923	219541_at
54923	
506	
506	201322_at
7416	217140_s_at
7416	212038_s_at
7416	
80008	241844_x_at
80008	220169_at
57722	227870_at
57722	
91057	226287_at
91057	1553666_at
10920	202141_s_at
10920	236204_at
10920	243152_at
10920	202142_at
10920	202143_s_at
10920	214260_at
10920	
8099	201938_at
8099	
84988	225203_at
84988	
100885848	238740_at
140739	225787_at
140739	225783_at
140739	225791_at
140739	231948_s_at
140739	
118987	225829_at
118987	225830_at
118987	213549_at
118987	230416_at
118987	
919	
919	210031_at
3913	216264_s_at
3913	
113177	
113177	214296_x_at
222962	
222962	227281_at
222962	1570124_at
64118	217912_at
64118	
26211	208525_s_at
26211	208526_at
5516	
5516	201374_x_at
5516	201375_s_at
80196	219035_s_at
80196	
80196	229855_at
57102	222613_at
57102	218374_s_at
57102	
152877	
152877	1569139_s_at
129852	231081_at
129852	
3276	1565016_at
3276	
3276	206445_s_at
100507034	
100507034	1557610_at
389649	
646450	1559532_at
286186	
57623	226564_at
57623	
54511	1554872_a_at
54511	232305_at
54511	233576_at
54511	
353140	
554279	1562909_at
554279	
64648	
161247	229567_at
11244	223214_s_at
11244	223213_s_at
11244	
100862704	1559544_s_at
100862704	1559543_at
100862704	
2847	223855_s_at
2847	221354_s_at
2847	230498_at
79156	219566_at
79156	
10611	211681_s_at
10611	203243_s_at
10611	216804_s_at
10611	203242_s_at
10611	221994_at
10611	213684_s_at
10611	
10611	211680_at
10611	241208_at
10611	212412_at
27290	207214_at
22845	204488_at
9075	223509_at
5565	225278_at
5565	214474_at
5565	1558027_s_at
5565	
9514	205670_at
9514	
10825	216083_s_at
10825	206948_at
10825	235474_at
10825	
122773	1552733_at
122773	1564272_a_at
122773	
83894	223962_at
83894	
8916	
8916	206183_s_at
8916	1554290_at
101929134	
101929134	206183_s_at
101929134	1554290_at
337985	
441520	1567912_s_at
441520	235700_at
728911	1567912_s_at
728911	235700_at
9898	201377_at
9898	201378_s_at
9898	
9898	214695_at
9898	209947_at
90952	
90952	225369_at
100507388	221183_at
100507388	
9352	235561_at
9352	201588_at
9352	
6128	
6128	200034_s_at
80772	220734_s_at
80772	
123970	240209_at
23633	212102_s_at
23633	212103_at
23633	212101_at
23633	226976_at
23633	
282974	227634_at
282974	230934_at
22920	203333_at
22920	
55341	221535_at
55341	221536_s_at
55341	223200_s_at
55341	
3422	208881_x_at
3422	204615_x_at
3422	
4674	219368_at
7173	210342_s_at
7173	
3956	201105_at
3956	
29902	204521_at
29902	
3837	208974_x_at
3837	
3837	213573_at
3837	213507_s_at
3837	213803_at
3837	208975_s_at
3837	213574_s_at
10524	209192_x_at
10524	214258_x_at
10524	206689_x_at
10524	
9923	
9923	1559728_at
9923	203958_s_at
9923	203959_s_at
100505826	236695_at
8471	207403_at
133686	228594_at
133686	226946_at
133686	229299_at
133686	
284702	225786_at
819	203538_at
135	205013_s_at
440925	
51069	229884_s_at
51069	218887_at
83539	223737_x_at
83539	224400_s_at
84070	224039_at
84070	
80305	225360_at
80305	232706_s_at
80305	221807_s_at
9069	
9069	223249_at
9069	243761_at
105373580	
101927151	
101927151	235322_at
101927151	240121_x_at
101927151	1569478_s_at
100506557	1564584_at
101927502	1562895_at
101927502	
116228	224824_at
116228	224820_at
57002	223433_at
57002	
100873963	
84771	223777_at
727856	223777_at
100287102	223777_at
100287596	223777_at
9496	
9496	220634_at
2968	
203260	229063_s_at
26039	
26039	213140_s_at
730100	
3201	206289_at
7378	203234_at
7378	
8737	
8737	226551_at
8737	209941_at
3559	206341_at
3559	211269_s_at
3559	
29765	
29765	223762_at
728218	
79075	219000_s_at
79075	
3301	200880_at
3301	200881_s_at
3301	
56108	
56108	209079_x_at
56108	211876_x_at
56108	215836_s_at
56108	205717_x_at
56108	211066_x_at
56108	216352_x_at
56832	224093_at
163154	1552272_a_at
163154	1552271_at
25849	204687_at
25849	225809_at
6385	202071_at
81857	1553993_s_at
81857	208110_x_at
81857	
81857	215897_at
27132	219707_at
27132	
51107	1554417_s_at
51107	218389_s_at
51107	
51107	237327_at
5443	205720_at
3426	1555564_a_at
3426	203854_at
3426	
6919	203919_at
6919	238173_at
6919	241428_x_at
6919	
26160	
26160	226324_s_at
670	205750_at
670	
23243	226025_at
23243	213035_at
23243	
23243	229307_at
8509	203916_at
8509	1559701_s_at
8509	
9720	216045_at
9720	
9720	1557366_at
9720	1561271_at
2669	204472_at
2669	
619207	1569212_at
619207	
7155	211987_at
7155	
140564	1553831_at
140564	
79739	
79739	219882_at
79739	228724_at
3159	206074_s_at
3159	210457_x_at
100188949	
57683	228749_at
955	201704_at
955	239953_at
955	
54874	
54874	215017_s_at
6753	1553178_a_at
6753	214491_at
449493	
414224	221850_x_at
414224	221971_x_at
3161	209709_s_at
3161	207165_at
3161	
1667	205033_s_at
728358	205033_s_at
6786	202764_at
6786	
3284	206294_at
3284	
101929528	1568844_at
101929528	
8890	209429_x_at
8890	215482_s_at
8890	
4841	208698_s_at
4841	200057_s_at
4841	210470_x_at
4841	
517	
517	208764_s_at
517	207552_at
26249	1555110_a_at
26249	
26249	221221_s_at
10485	
10485	222301_at
10485	1570451_at
10485	205103_at
101101772	
23596	
23596	224392_s_at
23596	219032_x_at
9002	
8526	238457_at
8526	238694_at
8526	207518_at
8526	1554621_at
8526	1554623_x_at
8526	
342132	
100288801	
26206	206815_at
26206	206816_s_at
26206	
256987	
256987	212812_at
283111	
150962	1553280_at
150962	
150962	229362_at
150962	232945_at
91734	1552491_at
3669	33304_at
3669	204698_at
3669	
256302	1553872_at
256302	226657_at
10376	212639_x_at
10376	213646_x_at
10376	201090_x_at
10376	211072_x_at
10376	211058_x_at
10376	
49856	219322_s_at
49856	236381_s_at
49856	236382_at
49856	
29089	223229_at
133482	1552745_at
133482	
171392	
171392	217547_x_at
10208	
10208	204190_at
126231	
126231	217627_at
100130361	
6507	202800_at
6507	
6507	1569054_at
401286	
101929693	228037_at
6627	215722_s_at
6627	216977_x_at
6627	206055_s_at
6627	
100505658	1557865_at
390999	216001_at
663	226280_at
663	243985_at
663	209308_s_at
663	
30811	1555935_s_at
30811	219535_at
30811	
54812	222472_at
54812	217939_s_at
6275	203186_s_at
51668	215691_x_at
51668	203960_s_at
51668	
23660	203731_s_at
23660	203730_s_at
79817	226844_at
79817	229568_at
79817	219265_at
79817	
102503429	
79159	219324_at
79159	222057_at
79159	
27075	217979_at
27075	
255231	230110_at
255231	1555465_at
255231	
55239	225110_at
55239	225106_s_at
55239	225109_at
55239	221090_s_at
55239	
54813	235727_at
54813	228328_at
54813	
221833	239743_at
221833	237449_at
284029	230012_at
10666	207315_at
10666	
89887	236269_at
89887	
821	
821	208852_s_at
821	200068_s_at
821	208853_s_at
821	238034_at
821	238138_at
79782	220622_at
79782	
54810	
54810	219970_at
54810	236548_at
648987	
100874195	242102_at
100874195	1555994_at
55074	218197_s_at
55074	223879_s_at
55074	222553_x_at
55074	
338879	
55486	218271_s_at
55486	
50853	209950_s_at
50853	
100874237	
2835	214558_at
2835	1559603_at
64781	218421_at
64781	
100507421	238936_at
100507421	227318_at
100507421	
79865	219748_at
81789	220986_s_at
81789	
79785	220276_at
2960	
2960	205930_at
55245	222470_s_at
55245	
55245	244795_at
55245	229672_at
55245	217935_s_at
51427	1560854_s_at
51427	205739_x_at
23163	211815_s_at
23163	209411_s_at
23163	
23353	230210_at
23353	214169_at
23353	
23353	206487_at
23353	212074_at
23353	223811_s_at
23353	224808_s_at
101927513	1562915_at
55038	218399_s_at
5236	201968_s_at
5236	
56114	211880_x_at
56114	209079_x_at
56114	211876_x_at
56114	215836_s_at
56114	205717_x_at
56114	211066_x_at
56114	216352_x_at
100506068	
100506068	1561532_at
860	236859_at
860	216994_s_at
860	221282_x_at
860	232231_at
860	236858_s_at
860	
928	201005_at
928	
648691	1561252_at
401585	1564295_at
10584	207420_at
10584	
55660	214941_s_at
55660	
55660	213729_at
55660	233080_s_at
55660	226687_at
55660	218053_at
55660	236477_at
10097	1558015_s_at
10097	200727_s_at
10097	1554390_s_at
10097	200729_s_at
10097	200728_at
1961	207767_s_at
1961	207768_at
10160	
10160	239246_at
10160	227996_at
10160	201911_s_at
10160	201910_at
10160	237767_at
254028	
254028	1562581_at
10911	220784_s_at
10911	220785_at
492311	241685_x_at
492311	226977_at
492311	241874_at
104413892	
340204	
7278	210527_x_at
7278	
128821	230829_at
105375556	
639	217192_s_at
639	228964_at
639	
56120	
51226	
51226	219561_at
51226	235897_at
8270	219061_s_at
643311	231568_at
1611	201095_at
1611	
100130231	
63877	
63877	222617_s_at
63877	230667_at
63877	218390_s_at
63877	234947_s_at
10801	207425_s_at
10801	208657_s_at
10801	41220_at
128506	
54360	219837_s_at
54360	
4038	212850_s_at
4038	
374655	213542_at
374655	239335_at
374655	39891_at
374655	239700_at
11165	211973_at
11165	229803_s_at
11165	221579_s_at
11165	212605_s_at
11165	212608_s_at
11165	211976_at
361	226228_at
361	210906_x_at
361	210066_s_at
361	210068_s_at
361	210067_at
361	
23528	222619_at
23528	228785_at
23528	218401_s_at
343035	236563_at
102723536	
57636	
57636	230013_s_at
57636	231903_x_at
57636	226638_at
728386	
25873	219762_s_at
25873	
1719	202532_s_at
1719	202533_s_at
1719	48808_at
1719	202534_x_at
1719	
3791	203934_at
3791	
100505894	
100505894	229815_at
100505894	235406_x_at
57223	224474_x_at
57223	233759_s_at
57223	226230_at
57223	
57223	222270_at
100287513	
1657	203791_at
1657	
158572	243017_at
4056	206480_at
4056	
79668	219033_at
79668	1568609_s_at
79668	244008_at
79668	
51066	206741_at
51066	
105376948	206741_at
105376948	
51042	204175_at
100288797	1554041_at
100288797	1554042_s_at
646262	
55432	215150_at
55432	227309_at
10106	203445_s_at
10106	208735_s_at
10106	238999_at
10106	1568706_s_at
10106	
100873946	
25961	214136_at
25961	
56105	211877_s_at
56105	209079_x_at
56105	211876_x_at
56105	215836_s_at
56105	205717_x_at
56105	211066_x_at
56105	216352_x_at
23608	
23608	209845_at
23608	201285_at
9884	
619455	1564491_at
113802	225841_at
113802	
6210	200781_s_at
6210	
6210	235309_at
6210	229882_at
80000	233977_at
80000	220340_at
80000	243907_at
80000	
390260	
1346	204570_at
100652759	
23283	212901_s_at
23283	212905_at
10406	
10406	1553089_a_at
10406	1552261_at
11284	
11284	218961_s_at
100288323	
81794	
81794	232133_at
81794	230341_x_at
389058	235845_at
389058	
80308	212541_at
80308	205661_s_at
80308	221115_s_at
93650	241715_x_at
81892	221434_s_at
81892	1564816_at
81892	
348761	240590_at
10670	201628_s_at
100506963	213685_at
100506963	
9524	208336_s_at
9524	
9524	1569392_at
90203	226595_at
90203	
90203	1553960_at
90203	1553961_s_at
89910	212404_s_at
89910	212403_at
89910	
89910	213822_s_at
89910	232301_at
89910	228860_at
4703	205054_at
4703	215368_at
4703	
643836	227796_at
643836	
81318	
1495	
1495	200764_s_at
1495	210844_x_at
1495	200765_x_at
1495	1558214_s_at
1495	215883_at
55915	218219_s_at
55915	
55915	222560_at
55915	222561_at
729857	201711_x_at
729857	235597_s_at
3177	204717_s_at
3177	1553540_a_at
147906	228228_at
91408	
91408	226963_at
91408	238675_x_at
91408	225976_at
128653	231360_at
26047	215145_s_at
26047	219300_s_at
26047	219301_s_at
26047	219302_s_at
153579	1553279_at
153579	
153579	228434_at
100505663	
50940	224224_s_at
50940	224223_s_at
50940	237248_at
50940	221110_x_at
50940	
100506775	
51280	1565929_s_at
51280	1565928_at
51280	217771_at
51280	
26154	215465_at
26154	
11113	212801_at
11113	
11113	242872_at
284800	230539_at
284800	216053_x_at
284800	
102724804	
100133311	239915_at
284312	
284312	1562651_at
256643	
256643	232087_at
339403	
84126	34689_at
84126	205875_s_at
9595	
9595	209606_at
389856	230620_at
389856	217605_at
283999	1564040_a_at
283999	
353238	
9990	220740_s_at
9990	223596_at
9990	226741_at
9990	
3987	207198_s_at
6741	201139_s_at
6741	
6741	201138_s_at
8697	223651_x_at
8697	
8697	202892_at
79603	218922_s_at
79603	
283683	217520_x_at
25915	209177_at
25915	241373_at
23212	209567_at
400620	
400620	1557731_at
4914	208605_s_at
4914	
339524	235870_at
339524	
339524	215039_at
390243	
10256	204740_at
10256	
79893	1554419_x_at
79893	233937_at
79893	233936_s_at
79893	218079_s_at
57613	
57613	1559302_at
57613	213234_at
10198	206205_at
10198	237158_s_at
10198	1558369_at
10198	
10198	221965_at
10198	215731_s_at
51460	213370_s_at
51460	239054_at
51460	
402569	
57404	219565_at
57404	
139425	
140947	239529_at
255654	1563074_at
280658	216471_x_at
414899	1555675_at
54886	
653123	
131601	218855_at
131601	
4300	204918_s_at
4300	204917_s_at
4300	1569652_at
4300	
3982	220519_s_at
6524	207771_at
6524	
3604	
3604	207536_s_at
3604	211786_at
3604	238950_at
6390	202675_at
6390	
5446	213695_at
5446	
92106	227686_at
92106	
1991	
100128977	237331_s_at
100128977	1563367_at
100128977	237536_at
127391	231264_at
64005	227799_at
64005	244654_at
2526	209893_s_at
2526	209892_at
3347	206786_at
3347	
25942	238006_at
25942	225135_at
25942	238005_s_at
25942	
100142659	214355_x_at
100142659	215549_x_at
80059	
80059	220345_at
23022	200906_s_at
23022	200907_s_at
23022	200897_s_at
23022	
10144	202972_s_at
10144	217047_s_at
10144	202973_x_at
10144	1569025_s_at
10144	
10144	1569024_at
973	1555779_a_at
973	205049_s_at
10566	207344_at
10566	
51199	224303_x_at
51199	225921_at
51199	234299_s_at
51199	
51199	224304_x_at
51199	223981_at
27113	211692_s_at
25914	1557388_at
25914	227072_at
25914	
25914	1553277_at
9500	209014_at
9500	
7067	
7067	204100_at
7067	35846_at
7067	214883_at
7067	1316_at
79056	238513_at
79056	207291_at
10133	202074_s_at
10133	
10133	202073_at
55671	220368_s_at
55671	223160_s_at
55671	220369_at
55671	
9855	204511_at
9855	
9855	1554337_at
9855	225652_at
9855	242857_at
101929584	1563300_at
101929584	
5858	207330_at
5858	
9056	204588_s_at
9056	
51605	222768_s_at
51605	233970_s_at
1441	203591_s_at
1441	1553297_a_at
1441	
83742	223095_at
26145	213771_at
9340	221312_at
9340	
1185	203950_s_at
1185	
5032	214546_s_at
9172	205826_at
90075	232014_at
90075	
79933	219804_at
79933	243313_at
79933	
64770	240884_at
64770	225017_at
64770	1561054_a_at
64770	
140893	236258_at
85025	223396_at
2254	206404_at
2254	239178_at
64343	235962_at
64343	218043_s_at
64343	227905_s_at
64343	222498_at
64343	223846_at
64343	227904_at
64343	
5243	209994_s_at
5243	209993_at
5243	243951_at
5243	
11072	203367_at
387810	
80851	223265_at
80851	
93343	
93343	227864_s_at
199777	1559616_x_at
199777	235687_at
199777	
199777	1552643_at
51035	201871_s_at
51035	210623_at
51035	
392255	
398	206888_s_at
398	
398	206889_at
641700	227780_s_at
9705	206135_at
9705	
9705	241324_at
9705	1557583_at
9705	1570307_s_at
100873917	
1990	224198_at
219287	235465_at
219287	230496_at
219287	1553720_a_at
101928823	1561592_at
101928823	
9271	214868_at
401105	
100507334	
100507334	229096_at
100507334	229095_s_at
339929	1556827_at
100038246	
509	213366_x_at
509	208870_x_at
509	205711_x_at
509	
100874196	
8541	213368_x_at
8541	215280_s_at
8541	
10560	209681_at
4586	217187_at
4586	214385_s_at
4586	214303_x_at
4760	
4760	206282_at
4760	1556057_s_at
6876	1555724_s_at
6876	205547_s_at
121506	227450_at
121506	
10159	201444_s_at
10159	201443_s_at
10159	
60482	220722_s_at
60482	222967_at
5520	202313_at
5520	228013_at
5520	
5520	236492_at
116255	1553062_at
101929608	
132160	
132160	226074_at
3184	221480_at
3184	221481_x_at
3184	209330_s_at
3184	200073_s_at
3184	229129_at
3184	213359_at
3184	
101927934	1568643_a_at
23141	212201_at
23141	212200_at
23141	
100128494	
100303728	239242_at
100507389	1556387_at
100507389	1556388_a_at
27151	227721_at
27151	
100144603	238557_at
3991	213855_s_at
3991	208186_s_at
3991	
102723578	
93426	1554675_a_at
93426	233084_s_at
93426	235715_at
3787	207366_at
3787	
26686	
51537	223172_s_at
51537	
23549	201937_s_at
23549	38703_at
23549	
23549	215135_at
65265	218187_s_at
65265	222551_s_at
29	214671_s_at
29	231400_s_at
29	212895_s_at
84912	225882_at
84912	225881_at
84912	238418_at
84912	
7092	206415_at
7092	
7092	1555071_at
10699	220356_at
10699	239261_s_at
10699	
10699	239260_at
4585	217109_at
4585	204895_x_at
4585	217110_s_at
4585	1561785_at
93210	55616_at
93210	221811_at
93210	
56616	219350_s_at
56616	
93081	
93081	213346_at
90293	227875_at
90293	
8481	203569_s_at
8481	
8481	241751_at
84919	224692_at
10806	227785_at
10806	1553034_at
10658	1555467_a_at
10658	204113_at
10658	235297_at
10658	209489_at
10658	
10658	221742_at
10658	221743_at
101929082	1560565_at
8667	230570_at
8667	201592_at
8667	
81704	
81704	239027_at
81704	232843_s_at
81704	232842_at
81704	225502_at
23787	221619_s_at
23787	
55252	237095_at
55252	226251_at
55252	218659_at
55252	1555266_a_at
55252	229359_at
55252	240072_at
55252	
6323	1555246_a_at
6323	210383_at
6323	
10870	223640_at
5208	
5208	209992_at
5208	226733_at
5208	207931_s_at
10767	209314_s_at
10767	209315_at
10767	240602_at
10767	209316_s_at
10767	
79877	221224_s_at
79877	224522_s_at
79877	221225_at
8260	203025_at
8260	
339344	227937_at
7514	208775_at
7514	
7514	235927_at
10536	204854_at
10536	
101927796	
653125	
101929268	1563993_at
2022	201808_s_at
2022	201809_s_at
2022	
125875	231162_at
125875	
9144	201079_at
9144	243103_at
9144	
23609	222510_s_at
23609	218071_s_at
57408	91580_at
57408	221612_at
100505771	
729246	1562722_at
347127	
3995	204257_at
3995	216080_s_at
3995	
54677	204573_at
54677	231102_at
54677	
6924	202818_s_at
6924	202819_s_at
6924	213604_at
11234	204544_at
11234	
962	204118_at
962	
962	237759_at
2054	213434_at
2054	
81872	234691_at
54899	225796_at
54899	1552275_s_at
54899	1552274_at
54899	
54899	238223_at
6191	213347_x_at
6191	
6191	200933_x_at
284266	
284266	215856_at
84856	233562_at
389332	237450_at
286467	1558791_at
55090	218372_at
55090	
441178	1563894_at
441178	1561685_a_at
51733	224043_s_at
51733	220507_s_at
51733	228219_s_at
51733	
10800	231747_at
10800	230866_at
10800	216288_at
90390	227787_s_at
90390	227786_at
55039	219299_at
55039	
26010	222154_s_at
26010	215617_at
26010	
26010	244597_at
220992	1552427_at
220992	
160760	235744_at
160760	225204_at
160760	225213_at
160760	
8427	212892_at
8427	
80111	221175_at
103752586	
100885798	1562802_at
3965	203236_s_at
3965	
389207	
9950	218241_at
9950	
55857	228291_s_at
55857	219961_s_at
55857	
55857	228290_at
285282	226090_x_at
285282	226089_at
285282	213970_at
285282	
26071	217948_at
374286	223870_at
374286	208279_s_at
374286	215999_at
374286	
100129620	1563904_at
8550	212871_at
8550	228925_at
8550	
8379	
8379	204857_at
115704	244501_at
115704	244500_s_at
115704	226411_at
115704	
122616	
122616	213512_at
89953	225596_at
89953	1553675_at
89953	
10161	1557763_at
10161	
10161	218589_at
89837	
105376554	
3195	207179_at
3195	
55735	215792_s_at
55735	1555360_a_at
55735	
285796	1561373_at
144715	
144715	1564688_a_at
144715	1553285_s_at
56913	
56913	226107_at
56913	219439_at
56913	226105_at
6759	211425_x_at
6759	210394_x_at
6759	216471_x_at
6759	206626_x_at
6759	208586_s_at
64431	
64431	218395_at
64431	239679_at
3676	
3676	205884_at
3676	205885_s_at
79723	1554572_a_at
79723	219262_at
79723	
1528	209366_x_at
1528	215726_s_at
1528	207843_x_at
80063	
80063	219870_at
80063	228381_at
3240	208470_s_at
3240	206697_s_at
3240	
347442	
347442	1553467_at
200132	
200132	1553635_s_at
130814	
130814	225579_at
130814	216458_at
2787	207157_s_at
81033	221023_s_at
81033	211045_s_at
81033	211046_at
100289650	
4240	210605_s_at
4240	
4240	1558960_a_at
55503	
56904	224907_s_at
56904	244863_at
56904	218813_s_at
56904	224432_at
56904	
9315	
9315	201310_s_at
9315	222344_at
9315	201309_x_at
9315	238411_x_at
9315	230424_at
113235	1558703_at
113235	1552278_a_at
113235	1552279_a_at
113235	
4337	1555127_at
4337	213181_s_at
4337	211673_s_at
4337	
1375	210069_at
1375	210070_s_at
1375	
10045	
10045	219513_s_at
10045	222169_x_at
5935	
5935	208319_s_at
80237	219517_at
80237	219518_s_at
80237	
26239	207710_at
3801	209661_at
3801	1559759_at
3801	
135138	215472_at
135138	214204_at
135138	
6188	208692_at
6188	
6188	214208_at
79902	
79902	218014_at
100287362	
23604	206324_s_at
23604	215184_at
23604	
9834	206478_at
9834	220377_at
9834	
5358	
5358	201215_at
10810	204042_at
10810	
54754	234414_at
8538	210419_at
8538	
27112	206299_at
50863	227566_at
50863	222020_s_at
50863	
6169	
6169	202029_x_at
56342	221649_s_at
56342	
6274	206027_at
10622	
10622	206654_s_at
10622	206653_at
166336	225968_at
166336	
377047	
8438	
8438	204558_at
282969	230259_at
205	204348_s_at
205	
205	230630_at
205	225342_at
205	204347_at
10142	210962_s_at
10142	207870_at
10142	
10142	215483_at
79896	219800_s_at
79896	222931_s_at
100287177	1569086_at
100287177	234026_at
3619	219769_at
3619	242787_at
3619	
102557615	
124842	243708_at
124842	
79894	222509_s_at
79894	218068_s_at
25769	220867_s_at
25769	229110_at
2676	214479_at
2676	229936_at
101927908	
102724264	
9205	215948_x_at
9205	206652_at
9205	235620_x_at
9205	206744_s_at
9205	243966_at
29103	
29103	227808_at
29103	218435_at
29103	230305_at
5093	208620_at
349160	
349160	233934_at
5357	205190_at
5357	
5764	209466_x_at
5764	211737_x_at
5764	209465_x_at
127435	226522_at
127435	233148_at
127435	
123355	1553940_a_at
123355	227423_at
123355	239471_at
123355	238897_at
123355	
4353	203949_at
4353	203948_s_at
4353	
3929	214461_at
3929	211652_s_at
389151	
6487	1555678_at
6487	1555702_a_at
6487	1555171_at
6487	225905_s_at
6487	
6487	1555703_at
6487	1555181_a_at
1260	
26692	221451_s_at
53335	210347_s_at
53335	222891_s_at
53335	219497_s_at
53335	219498_s_at
53335	
9575	204980_at
9575	225856_at
9575	227531_at
9575	
104326189	
2140	1552314_a_at
2140	206379_at
2140	226170_at
2140	1554844_at
2140	
1389	
1389	201990_s_at
1389	201989_s_at
1389	201988_s_at
255812	226693_at
255812	222021_x_at
255812	
255812	230077_at
7779	212907_at
7779	228181_at
26762	207052_at
26762	
729420	239553_at
5499	200846_s_at
5499	
55512	219695_at
55512	231732_at
55512	
170949	1553518_at
100287083	1553518_at
441549	1568696_at
9162	206806_at
9162	240395_at
9162	
54977	217961_at
54977	
25794	207204_at
55589	219546_at
55589	59644_at
55589	
55589	214716_at
55589	37170_at
55589	226853_at
121391	1553539_at
121391	231583_at
9098	206405_x_at
9098	236075_s_at
9098	242242_at
9098	
9098	1555063_at
9098	1555065_x_at
259234	1552468_a_at
259234	1552467_at
6895	203677_s_at
6895	
23259	
23259	212690_at
10898	206688_s_at
10898	
400451	221880_s_at
400451	51158_at
400451	
1272	1554784_at
1272	
1272	211203_s_at
1272	227202_at
1272	241190_at
1272	227209_at
9708	210368_at
9708	209079_x_at
9708	211876_x_at
9708	215836_s_at
9708	205717_x_at
9708	211066_x_at
9708	216352_x_at
6670	213168_at
6670	238035_at
6670	229217_at
6670	
100861514	
55152	221934_s_at
55152	218808_at
55152	
127253	227141_at
127253	
60467	220772_at
55806	210086_at
55806	241355_at
55806	220163_s_at
55806	
2735	
2735	206646_at
101927220	1569958_at
55320	206500_s_at
55320	226630_at
55320	241816_at
55320	
55320	244173_at
102723833	
3162	
3162	203665_at
3417	1555037_a_at
3417	201193_at
3417	
5464	217848_s_at
5464	
56160	226008_at
11001	205769_at
11001	205768_s_at
11001	
3024	208484_at
100289087	207918_s_at
100289087	217160_at
284835	240068_at
284835	
285205	1560514_at
5914	
5914	203750_s_at
5914	211605_s_at
5914	203749_s_at
5914	216300_x_at
5914	1565358_at
9648	202832_at
9648	
9648	231383_at
8739	229552_at
8739	206865_at
8739	206864_s_at
8739	237187_at
8739	
339210	236863_at
339210	
1265	201605_x_at
1265	
80230	218243_at
80230	233380_s_at
80230	
80230	233381_at
23017	203618_at
23017	203619_s_at
23017	
79816	1553813_s_at
79816	222219_s_at
79816	1553812_at
79816	
100507261	244136_at
55776	222741_s_at
55776	218784_s_at
55776	
339541	242520_s_at
339541	238365_s_at
339541	
55876	219233_s_at
55876	
728082	231568_at
23390	212982_at
23390	217486_s_at
23390	
5303	214224_s_at
5303	204571_x_at
5303	214225_at
5303	204572_s_at
5303	
101929151	1561673_at
1437	210229_s_at
27133	1555304_a_at
27133	1555074_a_at
27133	242502_at
55635	222958_s_at
55635	232278_s_at
55635	220295_x_at
55635	235545_at
55635	
84677	241224_x_at
84677	
2706	223278_at
51076	
51076	218970_s_at
1487	203392_s_at
1487	212863_x_at
1487	213980_s_at
1487	
1487	1557714_at
84549	211686_s_at
84549	
728642	
728642	207428_x_at
728642	215329_s_at
728642	210474_s_at
728642	212401_s_at
728642	211289_x_at
284040	228482_at
284040	244698_at
339501	
246778	1552995_at
246778	
1880	205419_at
10437	
64776	222785_x_at
64776	231530_s_at
64776	218925_s_at
101929710	
80034	
80034	235018_at
80034	1558122_s_at
80034	235355_at
80034	235017_s_at
80034	220462_at
3620	
3620	210029_at
2837	1553262_a_at
147700	1570402_at
147700	239853_at
147700	1552749_a_at
388115	227272_at
388115	
10791	204929_s_at
3485	
3485	202718_at
26054	202318_s_at
26054	202319_at
26054	
26054	214790_at
140691	232792_at
140691	1568592_at
79020	53202_at
79020	221573_at
54862	221888_at
54862	207083_s_at
54862	58994_at
54862	
54862	222137_at
729201	
8030	204716_at
8030	225010_at
8030	
6338	
6338	205464_at
54491	219694_at
54491	244650_at
54491	
54491	214947_at
414260	1560851_at
127343	234776_at
81928	226004_at
81928	229570_at
81928	
125228	230739_at
125228	235022_at
125228	242149_at
125228	
63027	233447_at
63027	1568718_at
63027	223194_s_at
63027	1568719_s_at
63027	
63027	233206_at
55571	224695_at
55571	
730227	215756_at
730227	
1129	221330_at
1129	
493753	225410_at
493753	225409_at
493753	
84645	223706_at
84645	
51203	218039_at
51203	219978_s_at
51203	
4175	201930_at
4175	238977_at
4175	
323	213419_at
323	212970_at
323	212985_at
323	212972_x_at
323	40148_at
323	
323	216750_at
29763	235734_at
29763	218744_s_at
29763	
85444	231872_at
85444	
131873	230867_at
131873	242641_at
131873	
54059	227421_at
54059	242565_x_at
54059	
338339	1552772_at
338339	1552773_at
80311	226370_at
4110	210503_at
5496	200913_at
5496	
730811	
440836	238327_at
440836	235257_at
2059	202609_at
2059	
5429	219380_x_at
5429	222879_s_at
5429	233852_at
5429	1557701_s_at
5429	1557700_at
79087	218444_at
79087	
85509	1552458_at
85509	1552459_a_at
64860	219335_at
64860	
728279	234772_s_at
100286979	
11056	210320_s_at
11056	212834_at
11056	213637_at
11056	1570415_at
